Activity ID;Activity Name;Description HrRest;Begin Timestamp;Begin Timestamp (Raw Milliseconds);End Timestamp;End Timestamp (Raw Milliseconds);Device;Activity Parent;Activity Type;Event Type;Activity Time Zone;Max. Elevation;Max. Elevation (Raw);Begin Latitude (Decimal Degrees Raw);Begin Longitude (Decimal Degrees Raw);End Latitude (Decimal Degrees Raw);End Longitude (Decimal Degrees Raw);Average Moving Speed;Average Moving Speed (Raw);Max. Heart Rate (bpm);Average Heart Rate (bpm);Max. Speed;Max. Speed (Raw);Calories;Calories (Raw);Duration (h:m:s);Duration (Raw Seconds);Moving Duration (h:m:s);Moving Duration (Raw Seconds);Average Speed;Average Speed (Raw);Distance;Distance (Raw);Min. Heart Rate (bpm);Min. Elevation;Min. Elevation (Raw);Elevation Gain;Elevation Gain (Raw);Elevation Loss;Elevation Loss (Raw);VO2Max;TrainingEffect
"1975437535";"Siechnice Biegi";"";"Śr, wrz 13, 2017 17:32";"1505316746000";"Śr, wrz 13, 2017 18:07";"1505318833000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.56";"51.01538370363414";"17.169896811246872";"51.0152977053076";"17.17031649313867";"05:42";"5.694817752920478";"150";"138";"04:13";"4.222616304512451";"328";"327.92206242452306";"00:34:48";"2087.855";"00:34:12";"2052.0";"05:42 Minuty na kilometr";"5.698005790895301";"6.01 Kilometry";"6.00546";"83";"122 Metry";"121.56";"2 Metry";"2.21";"5 Metry";"4.56";"3.10";"50.0"
"1971575917";"Siechnice Biegi";"";"Pn, wrz 11, 2017 16:13";"1505139188000";"Pn, wrz 11, 2017 16:46";"1505141185000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.58";"51.01552770473063";"17.169912736862898";"51.015403820201755";"17.170234099030495";"05:53";"5.882338896841112";"148";"138";"02:14";"2.2410470780905234";"313";"312.8863346714336";"00:33:18";"1997.547";"00:33:17";"1997.0";"05:53 Minuty na kilometr";"5.883045178989126";"5.66 Kilometry";"5.65818";"90";"122 Metry";"121.58";"2 Metry";"2.18";"5 Metry";"4.54";"3.00";"50.0"
"1964036481";"Siechnice Biegi";"";"Cz, wrz 7, 2017 18:25";"1504801515000";"Cz, wrz 7, 2017 19:28";"1504805289000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.81";"51.01566935889423";"17.169647868722677";"51.01547498255968";"17.170127062126994";"05:38";"5.626767388081796";"";"";"04:36";"4.604051710927782";"668";"668.01590445869";"01:02:55";"3774.884";"00:56:35";"3395.0";"05:38 Minuty na kilometr";"5.628729098248477";"10.06 Kilometry";"10.0561";"";"122 Metry";"121.81";"4 Metry";"4.18";"6 Metry";"5.89";"";""
"1941211625";"Siechnice Biegi";"";"N, sie 27, 2017 9:11";"1503817860000";"N, sie 27, 2017 10:11";"1503821515000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.97";"51.01549023762345";"17.170085990801454";"51.01546769030392";"17.17012588866055";"06:05";"6.079474600718122";"154";"140";"03:10";"3.16676166263081";"572";"572.0736416532618";"01:00:54";"3654.451";"01:00:52";"3652.0";"06:05 Minuty na kilometr";"6.082725039655941";"10.01 Kilometry";"10.01183";"83";"122 Metry";"121.97";"1 Metry";"1.4";"3 Metry";"3.42";"3.30";"50.0"
"1935728503";"Siechnice Biegi";"";"Cz, sie 24, 2017 14:17";"1503577063000";"Cz, sie 24, 2017 15:18";"1503580719000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.96";"51.015522591769695";"17.17028858140111";"51.015467857941985";"17.170141814276576";"06:03";"6.056924944552858";"155";"143";"03:47";"3.7767202046837585";"606";"605.963694684035";"01:00:56";"3655.973";"01:00:56";"3656.0";"06:03 Minuty na kilometr";"6.056201344714239";"10.06 Kilometry";"10.06011";"79";"122 Metry";"121.96";"4 Metry";"4.36";"7 Metry";"6.97";"3.60";"50.0"
"1933717784";"Siechnice Biegi";"";"Śr, sie 23, 2017 14:39";"1503491957000";"Śr, sie 23, 2017 15:26";"1503494793000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.77";"51.015412202104926";"17.169597996398807";"51.01530474610627";"17.17013661749661";"05:51";"5.842907321540739";"";"";"04:05";"4.086970668473923";"541";"541.0475367659343";"00:47:16";"2835.977";"00:47:16";"2836.0";"05:51 Minuty na kilometr";"5.843852271322906";"8.09 Kilometry";"8.08958";"";"122 Metry";"121.77";"1 Metry";"0.97";"3 Metry";"3.36";"";""
"1933717756";"Siechnice Biegi";"";"N, sie 20, 2017 8:47";"1503211648000";"N, sie 20, 2017 9:44";"1503215097000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.86";"51.0153978690505";"17.170063946396112";"51.0155239328742";"17.169988341629505";"06:20";"6.3351080470508165";"138";"125";"02:34";"2.558984590416307";"479";"478.99532699127934";"00:57:29";"3448.755";"00:57:13";"3433.0";"06:20 Minuty na kilometr";"6.337135338950222";"9.03 Kilometry";"9.03168";"69";"122 Metry";"121.86";"6 Metry";"6.04";"8 Metry";"7.69";"2.50";"51.0"
"1924909131";"Siechnice Biegi";"";"So, sie 19, 2017 9:55";"1503129331000";"So, sie 19, 2017 10:56";"1503133014000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.73";"51.015475653111935";"17.169833024963737";"51.015464002266526";"17.17002279125154";"06:05";"6.078605345891333";"145";"130";"04:22";"4.36757513975644";"520";"520.0452503806665";"01:01:24";"3683.551";"01:01:07";"3667.0";"06:05 Minuty na kilometr";"6.0805060377194255";"10.05 Kilometry";"10.05439";"83";"122 Metry";"121.73";"8 Metry";"7.64";"10 Metry";"9.71";"2.60";"51.0"
"1919352661";"Siechnice Biegi";"";"Śr, sie 16, 2017 11:54";"1502877278000";"Śr, sie 16, 2017 12:45";"1502880305000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"123 Metry";"123.0";"51.00661899894476";"17.161978846415877";"51.015233332291245";"17.16971148736775";"05:39";"5.6462752112609955";"162";"146";"04:33";"4.54504129131887";"505";"505.009522627577";"00:50:27";"3026.954";"00:48:39";"2919.0";"05:39 Minuty na kilometr";"5.647803052086393";"8.62 Kilometry";"8.6163";"80";"123 Metry";"123.0";"";"";"";"";"3.40";""
"1901743818";"Siechnice Kolarstwo";"";"Pn, sie 7, 2017 16:21";"1502115709000";"Pn, sie 7, 2017 17:31";"1502119867000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Kolarstwo";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"135 Metry";"135.2";"51.015785951167345";"17.176198828965425";"51.01249446161091";"17.171853817999363";"23.3";"23.281987227932287";"";"";"30.8";"30.76919975280762";"764";"763.9581672641182";"01:09:17";"4157.159";"01:08:55";"4135.0";"23.3 Minuty na kilometr";"23.28479976654053";"26.74 Kilometry";"26.74195";"";"135 Metry";"135.2";"19 Metry";"19.48";"20 Metry";"20.5";"";""
"1901743753";"Srebrna Góra Kolarstwo";"";"N, sie 6, 2017 9:51";"1502005863000";"N, sie 6, 2017 10:57";"1502009857000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Kolarstwo";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"334 Metry";"334.25";"50.50959192216396";"16.729540368542075";"50.50986140035093";"16.729432409629226";"9.9";"9.898821172942998";"";"";"14.9";"14.878799629211427";"334";"333.8886210567014";"01:06:34";"3994.252";"01:04:37";"3877.0";"9.9 Minuty na kilometr";"9.85319995880127";"10.66 Kilometry";"10.66048";"";"334 Metry";"334.25";"215 Metry";"214.99";"218 Metry";"218.32";"";""
"1901743722";"Siechnice Kolarstwo";"";"Cz, sie 3, 2017 9:39";"1501745976000";"Cz, sie 3, 2017 10:47";"1501750034000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Kolarstwo";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"124 Metry";"124.23";"51.01542863063514";"17.16999831609428";"51.114620324224234";"17.045927876606584";"17.8";"17.846651608090188";"";"";"30.8";"30.76919975280762";"495";"494.9857041255173";"01:07:37";"4057.183";"01:02:50";"3770.0";"16.9 Minuty na kilometr";"16.858800315856936";"18.69 Kilometry";"18.68941";"";"124 Metry";"124.23";"7 Metry";"6.91";"9 Metry";"9.18";"";""
"1893097380";"Siechnice Biegi";"";"Cz, sie 3, 2017 7:47";"1501739264000";"Cz, sie 3, 2017 8:50";"1501743021000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.93";"51.01542955264449";"17.17013854533434";"51.01546090096235";"17.17016050592065";"06:09";"6.142016621785782";"144";"133";"01:56";"1.9352839951229577";"526";"526.0118090128449";"01:02:36";"3756.15";"01:01:39";"3699.0";"06:08 Minuty na kilometr";"6.140997328171637";"10.04 Kilometry";"10.03742";"82";"122 Metry";"121.93";"4 Metry";"4.14";"6 Metry";"6.14";"2.30";"50.0"
"1891250229";"Siechnice Biegi";"";"Śr, sie 2, 2017 9:21";"1501658510000";"Śr, sie 2, 2017 10:22";"1501662177000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.99";"51.01513057015836";"17.16971986927092";"51.01554103195667";"17.170056402683258";"06:01";"6.015030940369782";"152";"140";"02:49";"2.812939431247434";"572";"572.0736416532618";"01:01:08";"3667.794";"01:00:11";"3611.0";"06:01 Minuty na kilometr";"6.016847213512245";"10.01 Kilometry";"10.00549";"83";"122 Metry";"121.99";"5 Metry";"5.39";"8 Metry";"7.66";"2.90";"50.0"
"1891250199";"Siechnice Biegi";"";"Pn, lip 31, 2017 7:49";"1501480194000";"Pn, lip 31, 2017 8:28";"1501482532000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.9";"51.015418991446495";"17.170173497870564";"51.040786653757095";"17.156682070344687";"05:57";"5.945493611970951";"147";"135";"03:06";"3.0955919780588763";"348";"347.9696994286424";"00:38:58";"2338.313";"00:37:46";"2266.0";"05:57 Minuty na kilometr";"5.948132189287217";"6.35 Kilometry";"6.35215";"84";"122 Metry";"121.9";"2 Metry";"2.1";"6 Metry";"5.57";"2.40";"50.0"
"1891250176";"Siechnice Biegi";"";"N, lip 30, 2017 8:55";"1501397727000";"N, lip 30, 2017 10:08";"1501402118000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.85";"51.0155017208308";"17.16995431110263";"51.01543500088155";"17.170114405453205";"05:52";"5.860477367804233";"155";"145";"03:50";"3.8252621409708114";"694";"694.0301000949877";"01:13:12";"4391.544";"01:06:10";"3970.0";"05:52 Minuty na kilometr";"5.860290462114262";"11.29 Kilometry";"11.29032";"74";"122 Metry";"121.85";"2 Metry";"2.15";"4 Metry";"4.29";"3.40";"50.0"
"1882291642";"Siechnice Biegi";"";"So, lip 29, 2017 10:11";"1501315906000";"So, lip 29, 2017 11:17";"1501319850000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.9";"51.01532494649291";"17.16997191309929";"51.01550138555467";"17.170065622776747";"05:46";"5.762513374122105";"150";"141";"04:04";"4.059100556124213";"628";"627.9206304504513";"01:05:44";"3944.28";"01:05:44";"3944.0";"05:46 Minuty na kilometr";"5.763024515041737";"11.41 Kilometry";"11.40706";"86";"122 Metry";"121.9";"5 Metry";"4.84";"8 Metry";"7.53";"3.00";"51.0"
"1878633238";"Siechnice Biegi";"";"Cz, lip 27, 2017 8:28";"1501136924000";"Cz, lip 27, 2017 9:10";"1501139423000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.65";"51.01529058068991";"17.170021953061223";"51.01534305140376";"17.17023141682148";"05:46";"5.767695267481402";"172";"139";"03:32";"3.5370685578239276";"354";"353.93625806082076";"00:41:39";"2498.584";"00:37:31";"2251.0";"05:46 Minuty na kilometr";"5.765017806896017";"6.50 Kilometry";"6.50462";"72";"122 Metry";"121.65";"2 Metry";"1.72";"4 Metry";"3.79";"2.50";"51.0"
"1874774130";"Siechnice Biegi";"";"Wt, lip 25, 2017 8:18";"1500963487000";"Wt, lip 25, 2017 9:15";"1500966904000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"131 Metry";"131.0";"51.01552510634065";"17.1701630204916";"51.01529695093632";"17.169777620583773";"05:41";"5.679347961053818";"161";"140";"02:05";"2.0817721174092343";"553";"552.980654030291";"00:56:57";"3417.012";"00:56:57";"3417.0";"05:41 Minuty na kilometr";"5.678591819965348";"10.03 Kilometry";"10.02756";"72";"131 Metry";"131.0";"21 Metry";"20.85";"20 Metry";"20.12";"2.90";"51.0"
"1870796290";"Siechnice Biegi";"";"N, lip 23, 2017 9:23";"1500794596000";"N, lip 23, 2017 10:29";"1500798542000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.83";"51.015322180464864";"17.170010888949037";"51.015244983136654";"17.17023443430662";"05:58";"5.974714210008328";"151";"138";"03:02";"3.027550648536056";"628";"627.9206304504513";"01:05:46";"3946.471";"01:05:46";"3946.0";"05:59 Minuty na kilometr";"5.97585746199422";"11.01 Kilometry";"11.0075";"78";"122 Metry";"121.83";"10 Metry";"9.59";"12 Metry";"11.77";"3.00";"50.0"
"1865161528";"Siechnice Biegi";"";"Cz, lip 20, 2017 9:04";"1500534273000";"Cz, lip 20, 2017 9:24";"1500535474000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"120 Metry";"120.08";"51.02827616035938";"17.16942071914673";"51.01637561805546";"17.16810786165297";"06:31";"6.524399880892712";"173";"131";"02:51";"2.8577961760907145";"163";"163.006381831113";"00:20:00";"1200.0";"00:18:50";"1130.0";"06:56 Minuty na kilometr";"6.930007012447298";"2.89 Kilometry";"2.8866";"101";"120 Metry";"120.08";"3 Metry";"3.34";"4 Metry";"4.01";"2.10";"51.0"
"1865161477";"Siechnice Biegi";"";"Cz, lip 20, 2017 8:24";"1500531884000";"Cz, lip 20, 2017 9:00";"1500534004000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"122.09";"51.01542418822646";"17.17024910263717";"51.0297826398164";"17.169682988896966";"05:53";"5.879413310990869";"161";"142";"02:44";"2.739425766537532";"367";"367.0626870516131";"00:35:20";"2119.646";"00:35:20";"2120.0";"05:53 Minuty na kilometr";"5.878894688678883";"6.01 Kilometry";"6.00967";"82";"122 Metry";"122.09";"5 Metry";"5.3";"6 Metry";"5.58";"3.00";"51.0"
"1863222073";"Siechnice Biegi";"";"Śr, lip 19, 2017 8:52";"1500447125000";"Śr, lip 19, 2017 9:11";"1500448313000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.52";"51.037770761176944";"17.16115029528737";"51.015325197950006";"17.17009319923818";"06:12";"6.203571202373335";"142";"134";"04:12";"4.202386870907503";"194";"194.0324867184405";"00:19:48";"1187.635";"00:19:48";"1188.0";"06:12 Minuty na kilometr";"6.202704295453292";"3.19 Kilometry";"3.19171";"109";"122 Metry";"121.52";"2 Metry";"2.27";"2 Metry";"2.46";"2.20";"51.0"
"1863222048";"Siechnice Biegi";"";"Śr, lip 19, 2017 8:40";"1500446419000";"Śr, lip 19, 2017 8:45";"1500446717000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"120 Metry";"119.98";"51.03610695339739";"17.15722211636603";"51.03602321818471";"17.15725447051227";"03:55";"3.9102067869481445";"181";"170";"02:04";"2.0721952266801456";"63";"63.00685915580356";"00:04:58";"297.632";"00:04:58";"298.0";"03:54 Minuty na kilometr";"3.905029563046388";"1.27 Kilometry";"1.27018";"116";"120 Metry";"119.98";"";"";"";"";"2.10";"51.0"
"1863222022";"Siechnice Biegi";"";"Śr, lip 19, 2017 8:33";"1500446034000";"Śr, lip 19, 2017 8:38";"1500446319000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"120 Metry";"119.93";"51.03610225953162";"17.157209794968367";"51.0360480286181";"17.15725497342646";"03:43";"3.721870523057099";"179";"163";"02:52";"2.867136777394108";"56";"56.08565114247665";"00:04:45";"285.479";"00:04:45";"285.0";"03:44 Minuty na kilometr";"3.727726669970718";"1.28 Kilometry";"1.27624";"117";"120 Metry";"119.93";"";"";"";"";"2.00";"51.0"
"1863222001";"Siechnice Biegi";"";"Śr, lip 19, 2017 8:09";"1500444554000";"Śr, lip 19, 2017 8:30";"1500445831000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.57";"51.01546743884683";"17.17016310431063";"51.035698587074876";"17.157142404466867";"05:52";"5.8735812836012515";"146";"136";"02:03";"2.0530508258207103";"208";"208.11356509038146";"00:21:17";"1276.81";"00:21:17";"1277.0";"05:52 Minuty na kilometr";"5.870611745349696";"3.62 Kilometry";"3.62357";"80";"122 Metry";"121.57";"0 Metry";"0.33";"2 Metry";"2.29";"2.30";"51.0"
"1861203220";"Siechnice Biegi";"";"Wt, lip 18, 2017 9:31";"1500363062000";"Wt, lip 18, 2017 9:44";"1500363859000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"120 Metry";"119.95";"51.018063984811306";"17.168741952627897";"51.01769526489079";"17.16824071481824";"05:29";"5.4750000000000005";"167";"141";"02:37";"2.6188980320975954";"120";"120.04715967942874";"00:13:17";"797.082";"00:10:57";"657.0";"06:39 Minuty na kilometr";"6.642752590097718";"2.00 Kilometry";"2.0";"103";"120 Metry";"119.95";"";"";"";"";"2.20";""
"1861203192";"Siechnice Biegi";"";"Wt, lip 18, 2017 8:15";"1500358532000";"Wt, lip 18, 2017 9:24";"1500362699000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"122.01";"51.01547774858773";"17.170082135125995";"51.017973041161895";"17.168432660400867";"05:47";"5.784670275632582";"162";"142";"04:18";"4.293319628461717";"677";"677.0850735796012";"01:09:27";"4167.13";"01:09:27";"4167.0";"05:47 Minuty na kilometr";"5.785028262380153";"12.01 Kilometry";"12.00587";"88";"122 Metry";"122.01";"6 Metry";"5.56";"8 Metry";"7.85";"3.10";"51.0"
"1857127400";"Siechnice Biegi";"";"N, lip 16, 2017 10:59";"1500195564000";"N, lip 16, 2017 11:19";"1500196780000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"121 Metry";"121.47";"51.03612137027085";"17.15867972932756";"51.01545788347721";"17.17005162499845";"05:53";"5.880293406421425";"158";"146";"05:18";"5.301102539299378";"220";"220.04668235473818";"00:20:16";"1216.206";"00:20:16";"1216.0";"05:53 Minuty na kilometr";"5.880968954155715";"3.45 Kilometry";"3.44654";"106";"121 Metry";"121.47";"";"";"";"";"2.70";"51.0"
"1857127355";"Siechnice Biegi";"";"N, lip 16, 2017 10:37";"1500194243000";"N, lip 16, 2017 10:54";"1500195257000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"120 Metry";"119.97";"51.03614433668554";"17.157184816896915";"51.03710205294192";"17.157858218997717";"04:13";"4.215820092917789";"178";"169";"03:36";"3.6012678154101585";"218";"217.89872124715396";"00:16:54";"1014.139";"00:16:54";"1014.0";"04:13 Minuty na kilometr";"4.216207026856236";"4.01 Kilometry";"4.00871";"104";"120 Metry";"119.97";"";"";"1 Metry";"0.67";"3.30";"52.0"
"1857127309";"Siechnice Biegi";"";"N, lip 16, 2017 10:12";"1500192778000";"N, lip 16, 2017 10:33";"1500194024000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.64";"51.015842109918594";"17.169599840417504";"51.035553915426135";"17.157235527411103";"05:55";"5.924835393506235";"141";"131";"05:40";"5.670863315140022";"196";"195.9417854807376";"00:20:46";"1246.167";"00:20:46";"1246.0";"05:55 Minuty na kilometr";"5.92487269156837";"3.51 Kilometry";"3.50502";"82";"122 Metry";"121.64";"";"";"1 Metry";"0.99";"2.20";"51.0"
"1855034724";"Siechnice Biegi";"";"So, lip 15, 2017 10:41";"1500108111000";"So, lip 15, 2017 10:52";"1500108777000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"120 Metry";"120.18";"51.0179418604821";"17.172870794311166";"51.015929114073515";"17.1695913746953";"07:03";"7.058023276496281";"169";"139";"03:29";"3.481651565163708";"102";"101.9088214376065";"00:11:06";"665.635";"00:10:02";"602.0";"07:46 Minuty na kilometr";"7.7627694872942055";"1.42 Kilometry";"1.42155";"116";"120 Metry";"120.18";"1 Metry";"1.43";"";"";"2.00";"51.0"
"1855034685";"Siechnice Biegi";"";"So, lip 15, 2017 9:33";"1500104015000";"So, lip 15, 2017 10:39";"1500107973000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.89";"51.01541052572429";"17.16996906325221";"51.017949152737856";"17.173664895817637";"05:30";"5.492626706664668";"166";"149";"02:03";"2.045993966852812";"723";"722.9082438747309";"01:05:58";"3957.823";"01:05:58";"3958.0";"05:29 Minuty na kilometr";"5.491488037999495";"12.01 Kilometry";"12.01004";"83";"122 Metry";"121.89";"6 Metry";"6.31";"8 Metry";"8.31";"3.90";"51.0"
"1851568289";"Siechnice Biegi";"";"Cz, lip 13, 2017 10:04";"1499933064000";"Cz, lip 13, 2017 11:41";"1499938915000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.87";"51.01525755599141";"17.170083727687597";"51.01554882712662";"17.16994810849428";"05:25";"5.415546484426492";"155";"142";"02:00";"1.9936204965456874";"863";"863.003040558279";"01:37:30";"5850.148";"01:37:31";"5851.0";"05:25 Minuty na kilometr";"5.414771375849194";"18.01 Kilometry";"18.0068";"77";"122 Metry";"121.87";"9 Metry";"8.51";"10 Metry";"10.11";"3.10";"52.0"
"1850234569";"Siechnice Biegi";"";"Śr, lip 12, 2017 17:05";"1499871954000";"Śr, lip 12, 2017 17:27";"1499873254000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.5";"51.03590008802712";"17.157084066420794";"51.01545478217304";"17.170106694102287";"05:59";"5.981829832399121";"148";"139";"05:02";"5.032206064100667";"223";"222.9106304981838";"00:21:40";"1300.4";"00:21:40";"1300.0";"05:59 Minuty na kilometr";"5.984440270383496";"3.62 Kilometry";"3.62208";"110";"122 Metry";"121.5";"";"";"";"";"2.40";"51.0"
"1850234546";"Siechnice Biegi";"";"Śr, lip 12, 2017 16:53";"1499871232000";"Śr, lip 12, 2017 17:03";"1499871833000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"120 Metry";"119.97";"51.0361619386822";"17.157184649258852";"51.03665194474161";"17.156947441399097";"03:53";"3.8892485111520863";"177";"172";"01:04";"1.0707096674164458";"129";"129.11632880033986";"00:10:00";"600.286";"00:09:26";"566.0";"04:07 Minuty na kilometr";"4.1243917651404445";"2.43 Kilometry";"2.42549";"142";"120 Metry";"119.97";"";"";"";"";"2.80";"52.0"
"1850234508";"Siechnice Biegi";"";"Śr, lip 12, 2017 16:14";"1499868849000";"Śr, lip 12, 2017 16:53";"1499871199000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.95";"51.015392169356346";"17.17012639157474";"51.03634089231491";"17.15706537477672";"05:35";"5.587190057852174";"157";"139";"04:19";"4.324511227489839";"385";"384.96236294814827";"00:39:09";"2348.801";"00:39:09";"2349.0";"05:35 Minuty na kilometr";"5.58721637374271";"7.01 Kilometry";"7.0071";"82";"122 Metry";"121.95";"";"";"2 Metry";"2.0";"2.80";"51.0"
"1847859169";"Siechnice Biegi";"";"Wt, lip 11, 2017 12:18";"1499768314000";"Wt, lip 11, 2017 12:32";"1499769164000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"120 Metry";"120.0";"51.01806482300162";"17.168156057596207";"51.017542043700814";"17.168196626007557";"05:34";"5.558333333333333";"165";"138";"02:33";"2.5519317587218144";"125";"125.05906893045858";"00:14:10";"850.23";"00:11:07";"667.0";"07:05 Minuty na kilometr";"7.086167806200025";"2.00 Kilometry";"2.0";"106";"120 Metry";"120.0";"1 Metry";"0.85";"";"";"2.10";""
"1847859126";"Siechnice Biegi";"";"Wt, lip 11, 2017 11:14";"1499764462000";"Wt, lip 11, 2017 12:15";"1499768107000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.91";"51.01521011441946";"17.170142736285925";"51.01807597093284";"17.16959179379046";"05:31";"5.516998944283966";"159";"142";"03:44";"3.7293952067176455";"596";"595.9398761819754";"01:00:45";"3645.061";"01:00:44";"3644.0";"05:31 Minuty na kilometr";"5.51876383176448";"11.01 Kilometry";"11.0084";"82";"122 Metry";"121.91";"4 Metry";"4.23";"6 Metry";"6.21";"3.20";"51.0"
