Activity ID;Activity Name;Description HrRest;Begin Timestamp;Begin Timestamp (Raw Milliseconds);End Timestamp;End Timestamp (Raw Milliseconds);Device;Activity Parent;Activity Type;Event Type;Activity Time Zone;Max. Elevation;Max. Elevation (Raw);Begin Latitude (Decimal Degrees Raw);Begin Longitude (Decimal Degrees Raw);End Latitude (Decimal Degrees Raw);End Longitude (Decimal Degrees Raw);Average Moving Speed;Average Moving Speed (Raw);Max. Heart Rate (bpm);Average Heart Rate (bpm);Max. Speed;Max. Speed (Raw);Calories;Calories (Raw);Duration (h:m:s);Duration (Raw Seconds);Moving Duration (h:m:s);Moving Duration (Raw Seconds);Average Speed;Average Speed (Raw);Distance;Distance (Raw);Min. Heart Rate (bpm);Min. Elevation;Min. Elevation (Raw);Elevation Gain;Elevation Gain (Raw);Elevation Loss;Elevation Loss (Raw);VO2Max;TrainingEffect
"1767476131";"Siechnice Biegi";"";"Wt, maj 30, 2017 7:55";"1496123744000";"Wt, maj 30, 2017 8:56";"1496127399000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"135 Metry";"134.62";"";"";"";"";"05:48";"5.801762867338481";"152";"137";"02:15";"2.2440644356996833";"580";"579.9494990477373";"01:00:55";"3655.234";"01:00:02";"3602.0";"05:50 Minuty na kilometr";"5.82546882597283";"10.35 Kilometry";"10.34743";"82";"135 Metry";"134.62";"28 Metry";"27.71";"28 Metry";"28.18";"2.80";"53.0"
"1765448505";"Siechnice Biegi";"";"Pn, maj 29, 2017 7:51";"1496037071000";"Pn, maj 29, 2017 8:58";"1496041109000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.86";"";"";"";"";"05:31";"5.513022734424922";"160";"145";"01:34";"1.570993151385809";"711";"710.9751266103742";"01:07:19";"4038.788";"01:07:12";"4032.0";"05:31 Minuty na kilometr";"5.522421235296367";"12.19 Kilometry";"12.18932";"91";"122 Metry";"121.86";"6 Metry";"5.63";"8 Metry";"7.94";"3.20";"53.0"
"1757307701";"Siechnice Biegi";"";"Cz, maj 25, 2017 7:50";"1495691431000";"Cz, maj 25, 2017 9:22";"1495696923000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.65";"";"";"";"";"05:07";"5.109167870562208";"178";"143";"03:12";"3.195296474443214";"780";"779.9485443983561";"01:31:32";"5492.31";"01:28:24";"5304.0";"05:15 Minuty na kilometr";"5.257623427615719";"17.30 Kilometry";"17.30223";"84";"122 Metry";"121.65";"3 Metry";"2.68";"2 Metry";"2.35";"3.70";"54.0"
"1755489344";"Siechnice Biegi";"";"Śr, maj 24, 2017 7:59";"1495605583000";"Śr, maj 24, 2017 9:03";"1495609408000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.72";"";"";"";"";"05:15";"5.256105928351473";"161";"139";"03:51";"3.8580245380539027";"635";"635.0805008090654";"01:03:44";"3824.457";"01:03:44";"3824.0";"05:15 Minuty na kilometr";"5.255965514543282";"12.13 Kilometry";"12.12558";"75";"122 Metry";"121.72";"7 Metry";"6.66";"8 Metry";"8.45";"3.00";"54.0"
"1755489319";"Siechnice Biegi";"";"Wt, maj 23, 2017 9:23";"1495524232000";"Wt, maj 23, 2017 9:35";"1495524925000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"121 Metry";"121.02";"";"";"";"";"07:59";"7.988095238095239";"143";"123";"05:15";"5.254308646737518";"94";"94.03296404313107";"00:11:33";"693.124";"00:11:11";"671.0";"08:15 Minuty na kilometr";"8.250825160415182";"1.40 Kilometry";"1.4";"94";"121 Metry";"121.02";"";"";"";"";"1.50";"53.0"
"1755489297";"Siechnice Biegi";"";"Wt, maj 23, 2017 8:04";"1495519478000";"Wt, maj 23, 2017 9:20";"1495524047000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.82";"";"";"";"";"05:26";"5.43689342050108";"156";"140";"00:58";"0.9665758068299664";"700";"699.996658727166";"01:16:09";"4568.816";"01:16:09";"4569.0";"05:26 Minuty na kilometr";"5.435964367127494";"14.01 Kilometry";"14.00616";"80";"122 Metry";"121.82";"6 Metry";"6.15";"8 Metry";"8.1";"2.80";"53.0"
"1755489259";"Wrocław Biegi";"";"Pn, maj 22, 2017 11:44";"1495446252000";"Pn, maj 22, 2017 12:48";"1495450132000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"124 Metry";"123.84";"";"";"";"";"05:12";"5.1929606850486065";"162";"148";"00:21";"0.3490766999585466";"701";"700.9513081083146";"01:04:40";"3880.034";"01:02:56";"3776.0";"05:14 Minuty na kilometr";"5.234505837561069";"12.12 Kilometry";"12.11897";"81";"124 Metry";"123.84";"19 Metry";"18.79";"21 Metry";"20.64";"3.60";"53.0"
"1755450906";"Siechnice Biegi";"";"N, maj 21, 2017 9:02";"1495350178000";"N, maj 21, 2017 11:07";"1495357633000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"135 Metry";"134.78";"";"";"";"";"05:51";"5.854283509748773";"152";"134";"03:38";"3.6302910860050046";"980";"979.947589748975";"02:04:16";"7455.615";"02:02:56";"7376.0";"05:51 Minuty na kilometr";"5.854115682396515";"21.00 Kilometry";"20.99887";"83";"135 Metry";"134.78";"30 Metry";"30.4";"32 Metry";"32.2";"2.80";"53.0"
"1745604596";"Wrocław Biegi";"";"So, maj 20, 2017 13:24";"1495279468000";"So, maj 20, 2017 13:45";"1495280708000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"123 Metry";"123.39";"";"";"";"";"04:26";"4.438421498268565";"";"";"00:51";"0.8433694666626901";"323";"322.91015317349326";"00:20:40";"1240.164";"00:20:40";"1240.0";"04:26 Minuty na kilometr";"4.438526273959425";"4.66 Kilometry";"4.65631";"";"123 Metry";"123.39";"14 Metry";"13.62";"13 Metry";"12.79";"";""
"1740084422";"Siechnice Biegi";"";"Cz, maj 18, 2017 7:43";"1495086208000";"Cz, maj 18, 2017 8:47";"1495090068000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.84";"";"";"";"";"05:20";"5.328500604091154";"153";"141";"02:03";"2.0437360162358136";"637";"636.9897995713625";"01:04:20";"3859.74";"01:03:57";"3837.0";"05:20 Minuty na kilometr";"5.328218208080626";"12.00 Kilometry";"12.0015";"80";"122 Metry";"121.84";"7 Metry";"6.7";"9 Metry";"8.7";"3.10";"53.0"
"1738909749";"Siechnice Biegi";"";"Śr, maj 17, 2017 15:22";"1495027372000";"Śr, maj 17, 2017 17:33";"1495035184000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.85";"";"";"";"";"05:31";"5.514121477101246";"176";"149";"00:20";"0.3288154078236001";"1,235";"1235.077636860922";"02:10:12";"7811.795";"02:09:16";"7756.0";"05:32 Minuty na kilometr";"5.529750167277979";"23.44 Kilometry";"23.44284";"93";"122 Metry";"121.85";"7 Metry";"6.59";"7 Metry";"6.55";"4.40";"52.0"
"1738909699";"Siechnice Biegi";"";"Śr, maj 17, 2017 15:19";"1495027181000";"Śr, maj 17, 2017 15:22";"1495027325000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"121 Metry";"121.07";"";"";"";"";"05:32";"5.529262449160675";"138";"125";"02:46";"2.7607530514641576";"22";"21.956935766416393";"00:02:37";"157.031";"00:02:23";"143.0";"05:34 Minuty na kilometr";"5.568548779394602";"0.43 Kilometry";"0.43104";"96";"121 Metry";"121.07";"";"";"";"";"1.20";""
"1736896462";"Siechnice Biegi";"";"Wt, maj 16, 2017 16:19";"1494944382000";"Wt, maj 16, 2017 17:37";"1494949024000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.86";"";"";"";"";"05:29";"5.483966922482003";"153";"143";"02:18";"2.3048909956798678";"757";"757.0369592507913";"01:17:22";"4641.548";"01:16:49";"4609.0";"05:29 Minuty na kilometr";"5.4842601113456855";"14.01 Kilometry";"14.0075";"80";"122 Metry";"121.86";"6 Metry";"5.66";"7 Metry";"6.78";"3.00";"52.0"
"1736896410";"Siechnice Biegi";"";"Pn, maj 15, 2017 15:51";"1494856275000";"Pn, maj 15, 2017 16:56";"1494860204000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.97";"";"";"";"";"05:24";"5.396526014277757";"160";"146";"02:53";"2.8855032203294217";"705";"705.0085679781959";"01:05:29";"3929.34";"01:05:29";"3929.0";"05:24 Minuty na kilometr";"5.3972365115090355";"12.13 Kilometry";"12.13435";"74";"122 Metry";"121.97";"4 Metry";"4.09";"6 Metry";"5.79";"3.50";"52.0"
"1733804550";"Siechnice Biegi";"";"N, maj 14, 2017 7:31";"1494739891000";"N, maj 14, 2017 8:47";"1494744427000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"131 Metry";"131.0";"";"";"";"";"04:43";"4.719530892548513";"178";"169";"02:57";"2.9571799510567898";"1,022";"1021.9521625195107";"01:15:36";"4535.702";"01:15:35";"4535.0";"04:43 Minuty na kilometr";"4.720098313174437";"16.02 Kilometry";"16.01501";"101";"131 Metry";"131.0";"35 Metry";"35.26";"35 Metry";"34.94";"5.00";"52.0"
"1733804493";"Srebrna Góra Biegi";"";"Pt, maj 12, 2017 18:28";"1494606531000";"Pt, maj 12, 2017 19:39";"1494610752000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"363 Metry";"363.46";"";"";"";"";"05:37";"5.6135927310609475";"154";"134";"03:22";"3.3636058371926185";"621";"620.9994224371245";"01:10:21";"4221.034";"01:07:25";"4045.0";"05:37 Minuty na kilometr";"5.6135621755455025";"12.01 Kilometry";"12.00954";"77";"363 Metry";"363.46";"204 Metry";"203.95";"205 Metry";"205.41";"2.40";"54.0"
"1733804440";"Siechnice Biegi";"";"Cz, maj 11, 2017 19:31";"1494523917000";"Cz, maj 11, 2017 19:50";"1494525032000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"121 Metry";"121.49";"";"";"";"";"05:41";"5.678065675836437";"153";"143";"00:21";"0.34657960081101613";"201";"200.9536947317674";"00:18:35";"1115.088";"00:18:05";"1085.0";"05:42 Minuty na kilometr";"5.694112198842123";"3.18 Kilometry";"3.18477";"127";"121 Metry";"121.49";"";"";"";"";"2.40";"54.0"
"1733804398";"Siechnice Biegi";"";"Cz, maj 11, 2017 18:51";"1494521483000";"Cz, maj 11, 2017 19:31";"1494523883000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"120 Metry";"120.0";"";"";"";"";"04:44";"4.740798644130098";"179";"160";"03:08";"3.134010373973166";"481";"480.9046257535764";"00:40:00";"2400.0";"00:39:48";"2388.0";"04:46 Minuty na kilometr";"4.7646275334388655";"8.40 Kilometry";"8.39521";"110";"120 Metry";"120.0";"";"";"0 Metry";"0.48";"3.90";"54.0"
"1733804335";"Siechnice Biegi";"";"Cz, maj 11, 2017 18:27";"1494520036000";"Cz, maj 11, 2017 18:46";"1494521189000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.62";"";"";"";"";"05:24";"5.400473324496235";"148";"136";"02:37";"2.6115115553687986";"201";"200.9536947317674";"00:19:14";"1153.812";"00:19:13";"1153.0";"05:24 Minuty na kilometr";"5.404236727891173";"3.56 Kilometry";"3.55833";"79";"122 Metry";"121.62";"";"";"2 Metry";"2.19";"2.30";"54.0"
"1733804294";"Siechnice Biegi";"";"Wt, maj 9, 2017 9:14";"1494314096000";"Wt, maj 9, 2017 9:26";"1494314762000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"120 Metry";"120.34";"";"";"";"";"07:23";"7.3888888888888875";"141";"131";"06:02";"6.034274496832077";"100";"99.99952267530944";"00:11:06";"666.249";"00:11:05";"665.0";"07:24 Minuty na kilometr";"7.404116927281871";"1.50 Kilometry";"1.5";"93";"120 Metry";"120.34";"";"";"";"";"1.80";"54.0"
"1733804248";"Siechnice Biegi";"";"Wt, maj 9, 2017 7:56";"1494309418000";"Wt, maj 9, 2017 9:11";"1494313866000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"122.16";"";"";"";"";"05:17";"5.29156434106074";"158";"138";"03:04";"3.069367807285188";"737";"736.9893222466719";"01:14:08";"4447.95";"01:14:08";"4448.0";"05:17 Minuty na kilometr";"5.291005130818125";"14.01 Kilometry";"14.00972";"77";"122 Metry";"122.16";"8 Metry";"7.68";"11 Metry";"10.53";"3.00";"55.0"
"1733804184";"Siechnice Biegi";"";"Pn, maj 8, 2017 8:45";"1494225903000";"Pn, maj 8, 2017 8:53";"1494226383000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"120 Metry";"120.0";"";"";"";"";"05:37";"5.6084461473725";"164";"139";"02:35";"2.5887956109454295";"79";"78.99723629004158";"00:08:00";"480.0";"00:08:00";"480.0";"05:36 Minuty na kilometr";"5.607896136990464";"1.43 Kilometry";"1.42642";"101";"120 Metry";"120.0";"1 Metry";"1.2";"2 Metry";"1.67";"1.80";""
"1733804153";"Siechnice Biegi";"";"Pn, maj 8, 2017 7:37";"1494221836000";"Pn, maj 8, 2017 8:40";"1494225646000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.8";"";"";"";"";"05:17";"5.280671864383613";"158";"140";"00:29";"0.4755654278534134";"664";"663.9586445888087";"01:03:30";"3809.776";"01:03:26";"3806.0";"05:17 Minuty na kilometr";"5.285970837822112";"12.01 Kilometry";"12.01236";"78";"122 Metry";"121.8";"10 Metry";"10.13";"12 Metry";"11.55";"3.10";"54.0"
"1719373580";"Siechnice Biegi";"";"N, maj 7, 2017 11:19";"1494148753000";"N, maj 7, 2017 13:06";"1494155169000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.83";"";"";"";"";"05:18";"5.302444017275382";"156";"141";"04:21";"4.345936506097091";"992";"991.8807070133317";"01:46:56";"6415.977";"01:46:12";"6372.0";"05:18 Minuty na kilometr";"5.301102539299378";"20.03 Kilometry";"20.0285";"77";"122 Metry";"121.83";"7 Metry";"7.09";"9 Metry";"9.49";"2.90";"54.0"
"1717076780";"Siechnice Biegi";"";"So, maj 6, 2017 11:08";"1494061725000";"So, maj 6, 2017 11:16";"1494062205000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"121 Metry";"121.49";"";"";"";"";"05:16";"5.272669084808482";"173";"141";"02:32";"2.5302363651017257";"80";"79.95188567119013";"00:08:00";"480.0";"00:07:20";"440.0";"05:45 Minuty na kilometr";"5.751092703829305";"1.39 Kilometry";"1.39082";"92";"121 Metry";"121.49";"";"";"";"";"1.90";""
"1713654551";"Siechnice Biegi";"";"Cz, maj 4, 2017 9:05";"1493881555000";"Cz, maj 4, 2017 9:26";"1493882804000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"121 Metry";"121.49";"";"";"";"";"05:50";"5.832992365956495";"148";"136";"05:13";"5.208333255723119";"218";"217.89872124715396";"00:20:49";"1249.156";"00:20:49";"1249.0";"05:50 Minuty na kilometr";"5.833624784805057";"3.57 Kilometry";"3.56878";"95";"121 Metry";"121.49";"";"";"";"";"2.30";"54.0"
"1713654530";"Siechnice Biegi";"";"Cz, maj 4, 2017 8:26";"1493879185000";"Cz, maj 4, 2017 9:01";"1493881314000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"120 Metry";"119.99";"";"";"";"";"04:21";"4.342089471546115";"178";"161";"00:22";"0.3725726792731717";"440";"440.09336470947636";"00:35:29";"2128.6";"00:33:36";"2016.0";"04:35 Minuty na kilometr";"4.585052740135664";"7.74 Kilometry";"7.73821";"97";"120 Metry";"119.99";"0 Metry";"0.27";"1 Metry";"0.61";"3.90";"54.0"
"1713654504";"Siechnice Biegi";"";"Cz, maj 4, 2017 8:00";"1493877645000";"Cz, maj 4, 2017 8:19";"1493878754000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.62";"";"";"";"";"05:09";"5.1463531332809636";"153";"137";"01:02";"1.0391338067515712";"198";"198.0897465883218";"00:18:29";"1108.915";"00:18:29";"1109.0";"05:09 Minuty na kilometr";"5.145620946169639";"3.59 Kilometry";"3.59154";"79";"122 Metry";"121.62";"1 Metry";"1.0";"2 Metry";"2.38";"2.40";"54.0"
"1712067155";"Siechnice Biegi";"";"Śr, maj 3, 2017 10:23";"1493799816000";"Śr, maj 3, 2017 10:32";"1493800349000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"123 Metry";"123.0";"";"";"";"";"05:50";"5.839764537841744";"139";"132";"02:19";"2.316745510948751";"92";"91.88500293554685";"00:08:53";"533.008";"00:08:53";"533.0";"05:50 Minuty na kilometr";"5.839756878773985";"1.52 Kilometry";"1.52118";"95";"123 Metry";"123.0";"1 Metry";"1.47";"2 Metry";"2.22";"1.80";"54.0"
"1712067129";"Siechnice Biegi";"";"Śr, maj 3, 2017 9:43";"1493797382000";"Śr, maj 3, 2017 10:13";"1493799182000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"120 Metry";"119.99";"";"";"";"";"04:20";"4.334256117693234";"178";"162";"02:59";"2.977253754737671";"368";"368.0173364327617";"00:30:00";"1800.0";"00:27:22";"1642.0";"04:45 Minuty na kilometr";"4.751045369443917";"6.31 Kilometry";"6.31404";"103";"120 Metry";"119.99";"1 Metry";"0.8";"2 Metry";"1.53";"3.60";"54.0"
"1712067071";"Radwanice Biegi";"";"Śr, maj 3, 2017 9:19";"1493795984000";"Śr, maj 3, 2017 9:35";"1493796939000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.89";"";"";"";"";"05:12";"5.206987219687556";"153";"141";"02:35";"2.5887956109454295";"167";"167.06364170099428";"00:15:55";"955.052";"00:15:55";"955.0";"05:12 Minuty na kilometr";"5.206706277966172";"3.06 Kilometry";"3.05679";"98";"122 Metry";"121.89";"3 Metry";"2.66";"2 Metry";"1.82";"2.30";"53.0"
"1712067040";"Srebrna Góra Biegi";"";"Wt, maj 2, 2017 10:49";"1493714978000";"Wt, maj 2, 2017 10:57";"1493715458000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"275 Metry";"274.93";"";"";"";"";"05:16";"5.273183933428626";"171";"148";"02:45";"2.756643509121883";"88";"88.0664054109527";"00:08:00";"480.0";"00:08:00";"480.0";"05:16 Minuty na kilometr";"5.2725930389971385";"1.52 Kilometry";"1.51711";"101";"275 Metry";"274.93";"2 Metry";"2.06";"";"";"2.00";"53.0"
"1712066999";"Srebrna Góra Biegi";"";"Wt, maj 2, 2017 9:31";"1493710299000";"Wt, maj 2, 2017 10:46";"1493714791000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"357 Metry";"357.29";"";"";"";"";"05:21";"5.342962962498337";"161";"144";"03:38";"3.6382159371175873";"773";"773.0273363850292";"01:14:52";"4491.733";"01:14:52";"4492.0";"05:21 Minuty na kilometr";"5.341880537819352";"14.01 Kilometry";"14.0122";"73";"357 Metry";"357.29";"205 Metry";"204.89";"204 Metry";"203.7";"3.20";"54.0"
"1712066950";"Włocławek Biegi";"";"Pn, maj 1, 2017 7:42";"1493617324000";"Pn, maj 1, 2017 7:51";"1493617861000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"65 Metry";"65.07";"";"";"";"";"06:58";"6.965104757148087";"151";"132";"04:34";"4.568713447903655";"82";"82.09984677877434";"00:08:57";"537.445";"00:07:00";"420.0";"08:48 Minuty na kilometr";"8.795074846659315";"1.01 Kilometry";"1.00501";"92";"65 Metry";"65.07";"1 Metry";"0.95";"";"";"1.70";"54.0"
"1712066919";"Włocławek Biegi";"";"Pn, maj 1, 2017 6:33";"1493613226000";"Pn, maj 1, 2017 7:34";"1493616899000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"69 Metry";"68.78";"";"";"";"";"05:06";"5.097578565067263";"164";"146";"03:46";"3.7605293466075955";"673";"673.0278137097198";"01:04:07";"3846.873";"01:01:13";"3673.0";"05:06 Minuty na kilometr";"5.098399019389043";"12.01 Kilometry";"12.00897";"87";"69 Metry";"68.78";"20 Metry";"19.76";"21 Metry";"20.56";"3.50";"54.0"
"1712066849";"Siechnice Biegi";"";"N, kwi 30, 2017 8:29";"1493533769000";"N, kwi 30, 2017 9:36";"1493537804000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"131 Metry";"130.96";"";"";"";"";"04:29";"4.479806360786394";"177";"166";"03:20";"3.338675144790409";"903";"903.0983145665176";"01:07:14";"4034.271";"01:07:15";"4035.0";"04:29 Minuty na kilometr";"4.479082736672837";"15.01 Kilometry";"15.01181";"94";"131 Metry";"130.96";"24 Metry";"23.65";"25 Metry";"24.92";"5.00";"54.0"
"1712066786";"Srebrna Góra Biegi";"";"So, kwi 29, 2017 14:22";"1493468560000";"So, kwi 29, 2017 14:30";"1493469040000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"276 Metry";"275.9";"";"";"";"";"06:28";"6.4624216387922155";"147";"122";"00:18";"0.3072253220870939";"58";"57.994949904773726";"00:08:00";"480.0";"00:07:56";"476.0";"06:31 Minuty na kilometr";"6.515506682958913";"1.23 Kilometry";"1.22761";"94";"276 Metry";"275.9";"8 Metry";"7.52";"4 Metry";"4.15";"1.30";""
"1712066708";"Srebrna Góra Biegi";"";"So, kwi 29, 2017 13:08";"1493464098000";"So, kwi 29, 2017 14:14";"1493468074000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"350 Metry";"350.31";"";"";"";"";"05:26";"5.42555960772341";"157";"138";"03:41";"3.6832411746752296";"643";"642.9563582035408";"01:06:16";"3975.97";"01:05:10";"3910.0";"05:26 Minuty na kilometr";"5.441288561494259";"12.01 Kilometry";"12.01105";"77";"350 Metry";"350.31";"186 Metry";"185.73";"186 Metry";"185.61";"2.70";"54.0"
"1701331529";"Siechnice Biegi";"";"Cz, kwi 27, 2017 9:16";"1493277417000";"Cz, kwi 27, 2017 9:36";"1493278578000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.5";"";"";"";"";"05:41";"5.6852068890496765";"149";"137";"00:15";"0.2555179195314278";"208";"208.11356509038146";"00:19:20";"1160.474";"00:19:21";"1161.0";"05:41 Minuty na kilometr";"5.682463746368376";"3.40 Kilometry";"3.40357";"103";"122 Metry";"121.5";"";"";"";"";"2.30";"55.0"
"1701331443";"Siechnice Biegi";"";"Cz, kwi 27, 2017 9:01";"1493276468000";"Cz, kwi 27, 2017 9:16";"1493277363000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"120 Metry";"119.99";"";"";"";"";"05:51";"5.854166666666666";"173";"141";"02:36";"2.6001040660547674";"151";"151.07326456675625";"00:14:54";"894.262";"00:14:03";"843.0";"06:13 Minuty na kilometr";"6.2096373218759755";"2.40 Kilometry";"2.4";"101";"120 Metry";"119.99";"";"";"0 Metry";"0.46";"2.20";""
"1701331371";"Siechnice Biegi";"";"Cz, kwi 27, 2017 8:36";"1493274963000";"Cz, kwi 27, 2017 8:56";"1493276164000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"120 Metry";"120.0";"";"";"";"";"04:00";"3.99192438226192";"177";"169";"03:15";"3.2419115608791804";"277";"277.08698287836336";"00:20:00";"1200.386";"00:20:01";"1201.0";"03:59 Minuty na kilometr";"3.990104497010816";"5.01 Kilometry";"5.01429";"98";"120 Metry";"120.0";"";"";"1 Metry";"0.68";"3.60";"55.0"
"1701331294";"Siechnice Biegi";"";"Cz, kwi 27, 2017 8:13";"1493273598000";"Cz, kwi 27, 2017 8:32";"1493274764000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.61";"";"";"";"";"05:25";"5.420764812971799";"159";"141";"03:06";"3.0955919780588763";"214";"214.08012372255982";"00:19:26";"1165.895";"00:19:26";"1166.0";"05:25 Minuty na kilometr";"5.4200541164937714";"3.58 Kilometry";"3.58498";"87";"122 Metry";"121.61";"";"";"2 Metry";"2.14";"2.40";"55.0"
